States,Years,Quarter,Brands,Transaction_count,Percentage
Arunachal Pradesh,2020,2,Vivo,39089,0.220178
Arunachal Pradesh,2020,2,Samsung,34984,0.197055
Arunachal Pradesh,2020,2,Oppo,27629,0.155627
Arunachal Pradesh,2020,2,Realme,11596,0.0653171
Arunachal Pradesh,2020,2,Apple,3398,0.01914
Arunachal Pradesh,2020,2,Gionee,2355,0.0132651
Arunachal Pradesh,2020,2,Huawei,2019,0.0113725
Arunachal Pradesh,2020,2,Motorola,1873,0.0105501
Arunachal Pradesh,2020,2,OnePlus,1809,0.0101896
Arunachal Pradesh,2020,2,Others,11120,0.0626359
Arunachal Pradesh,2020,3,Xiaomi,47870,0.232327
Arunachal Pradesh,2020,3,Vivo,46799,0.227129
Arunachal Pradesh,2020,3,Samsung,40403,0.196087
Arunachal Pradesh,2020,3,Oppo,32287,0.156698
Arunachal Pradesh,2020,3,Realme,13982,0.0678586
Arunachal Pradesh,2020,3,Apple,3738,0.0181416
Arunachal Pradesh,2020,3,Gionee,2514,0.0122012
Arunachal Pradesh,2020,3,Huawei,2276,0.0110461
Arunachal Pradesh,2020,3,Motorola,1997,0.00969201
Arunachal Pradesh,2020,3,OnePlus,1965,0.0095367
Arunachal Pradesh,2020,3,Others,12215,0.0592829
Arunachal Pradesh,2020,4,Vivo,53198,0.230004
Arunachal Pradesh,2020,4,Xiaomi,53097,0.229567
Arunachal Pradesh,2020,4,Samsung,45317,0.19593
Arunachal Pradesh,2020,4,Oppo,36466,0.157662
Arunachal Pradesh,2020,4,Realme,16419,0.0709882
Arunachal Pradesh,2020,4,Apple,4188,0.018107
Arunachal Pradesh,2020,4,Gionee,2611,0.0112888
Arunachal Pradesh,2020,4,Huawei,2424,0.0104803
Arunachal Pradesh,2020,4,Motorola,2149,0.00929129
Arunachal Pradesh,2020,4,OnePlus,2141,0.0092567
Arunachal Pradesh,2020,4,Others,13282,0.0574252
Arunachal Pradesh,2021,1,Vivo,58748,0.233832
Arunachal Pradesh,2021,1,Xiaomi,57405,0.228487
Arunachal Pradesh,2021,1,Samsung,48405,0.192664
Arunachal Pradesh,2021,1,Oppo,39602,0.157626
Arunachal Pradesh,2021,1,Realme,18658,0.0742637
Arunachal Pradesh,2021,1,Apple,4560,0.01815
Arunachal Pradesh,2021,1,Gionee,2611,0.0103925
Arunachal Pradesh,2021,1,Huawei,2526,0.0100541
Arunachal Pradesh,2021,1,OnePlus,2342,0.00932176
Arunachal Pradesh,2021,1,Motorola,2224,0.00885209
Arunachal Pradesh,2021,1,Others,14159,0.0563565
Arunachal Pradesh,2021,2,Vivo,63439,0.234463
Arunachal Pradesh,2021,2,Xiaomi,61629,0.227773
Arunachal Pradesh,2021,2,Samsung,51110,0.188896
Arunachal Pradesh,2021,2,Oppo,42407,0.156731
Arunachal Pradesh,2021,2,Realme,22481,0.0830869
Arunachal Pradesh,2021,2,Apple,5062,0.0187085
Arunachal Pradesh,2021,2,OnePlus,2622,0.00969058
Arunachal Pradesh,2021,2,Gionee,2510,0.00927664
Arunachal Pradesh,2021,2,Huawei,2408,0.00889966
Arunachal Pradesh,2021,2,Motorola,2229,0.0082381
Arunachal Pradesh,2021,2,Others,14675,0.0542369
Arunachal Pradesh,2021,3,Vivo,69301,0.236463
Arunachal Pradesh,2021,3,Xiaomi,66832,0.228039
Arunachal Pradesh,2021,3,Samsung,52621,0.179549
Arunachal Pradesh,2021,3,Oppo,46021,0.157029
Arunachal Pradesh,2021,3,Realme,26567,0.0906498
Arunachal Pradesh,2021,3,Apple,5574,0.0190192
Arunachal Pradesh,2021,3,OnePlus,3208,0.0109461
Arunachal Pradesh,2021,3,Gionee,2629,0.00897046
Arunachal Pradesh,2021,3,Huawei,2593,0.00884762
Arunachal Pradesh,2021,3,Motorola,2253,0.0076875
Arunachal Pradesh,2021,3,Others,15474,0.0527991
Arunachal Pradesh,2021,4,Vivo,74157,0.235461
Arunachal Pradesh,2021,4,Xiaomi,72002,0.228618
Arunachal Pradesh,2021,4,Samsung,54367,0.172624
Arunachal Pradesh,2021,4,Oppo,48973,0.155497
Arunachal Pradesh,2021,4,Realme,31777,0.100897
Arunachal Pradesh,2021,4,Apple,6342,0.0201369
Arunachal Pradesh,2021,4,OnePlus,3900,0.0123832
Arunachal Pradesh,2021,4,Gionee,2500,0.00793792
Arunachal Pradesh,2021,4,Huawei,2496,0.00792522
Arunachal Pradesh,2021,4,Motorola,2316,0.00735369
Arunachal Pradesh,2021,4,Others,16114,0.0511647
Arunachal Pradesh,2022,1,Vivo,78763,0.234876
Arunachal Pradesh,2022,1,Xiaomi,75927,0.226419
Arunachal Pradesh,2022,1,Samsung,56027,0.167076
Arunachal Pradesh,2022,1,Oppo,52153,0.155523
Arunachal Pradesh,2022,1,Realme,36430,0.108636
Arunachal Pradesh,2022,1,Apple,7110,0.0212024
Arunachal Pradesh,2022,1,OnePlus,4423,0.0131896
Arunachal Pradesh,2022,1,Huawei,2515,0.00749987
Arunachal Pradesh,2022,1,Gionee,2482,0.00740147
Arunachal Pradesh,2022,1,Infinix,2358,0.00703169
Arunachal Pradesh,2022,1,Others,17151,0.0511453
Assam,2018,1,Xiaomi,101793,0.264235
Assam,2018,1,Samsung,61603,0.159909
Assam,2018,1,Vivo,50781,0.131818
Assam,2018,1,Oppo,40778,0.105852
Assam,2018,1,Realme,26387,0.0684955
Assam,2018,1,Lenovo,9294,0.0241254
Assam,2018,1,Gionee,9094,0.0236062
Assam,2018,1,Motorola,8922,0.0231598
Assam,2018,1,Apple,8319,0.0215945
Assam,2018,1,Asus,7905,0.0205198
Assam,2018,1,Others,60361,0.156685
Assam,2018,2,Xiaomi,152839,0.267647
Assam,2018,2,Samsung,89734,0.15714
Assam,2018,2,Vivo,80455,0.140891
Assam,2018,2,Oppo,62688,0.109777
Assam,2018,2,Realme,38933,0.0681784
Assam,2018,2,Lenovo,13092,0.0229263
Assam,2018,2,Motorola,12862,0.0225236
Assam,2018,2,Gionee,12545,0.0219685
Assam,2018,2,Asus,11093,0.0194258
Assam,2018,2,Apple,11044,0.0193399
Assam,2018,2,Others,85761,0.150182
Assam,2018,3,Xiaomi,210185,0.267819
Assam,2018,3,Samsung,125434,0.159829
Assam,2018,3,Vivo,119540,0.152319
Assam,2018,3,Oppo,88721,0.113049
Assam,2018,3,Realme,53089,0.0676464
Assam,2018,3,Motorola,17022,0.0216895
Assam,2018,3,Gionee,17020,0.021687
Assam,2018,3,Lenovo,15831,0.020172
Assam,2018,3,Asus,14498,0.0184735
Assam,2018,3,Apple,13471,0.0171648
Assam,2018,3,Others,109991,0.140151
Assam,2018,4,Xiaomi,277115,0.266656
Assam,2018,4,Vivo,169404,0.163011
Assam,2018,4,Samsung,167786,0.161454
Assam,2018,4,Oppo,122447,0.117826
Assam,2018,4,Realme,70255,0.0676035
Assam,2018,4,Motorola,21507,0.0206953
Assam,2018,4,Lenovo,20275,0.0195098
Assam,2018,4,Gionee,20028,0.0192721
Assam,2018,4,Asus,19175,0.0184513
Assam,2018,4,Huawei,17882,0.0172071
Assam,2018,4,Others,133347,0.128314
Assam,2019,1,Xiaomi,334681,0.265813
Assam,2019,1,Vivo,212982,0.169156
Assam,2019,1,Samsung,202440,0.160783
Assam,2019,1,Oppo,153803,0.122155
Assam,2019,1,Realme,84813,0.0673608
Assam,2019,1,Motorola,24528,0.0194808
Assam,2019,1,Gionee,23250,0.0184658
Assam,2019,1,Lenovo,22797,0.018106
Assam,2019,1,Asus,22514,0.0178812
Assam,2019,1,Huawei,22249,0.0176708
Assam,2019,1,Others,155028,0.123128
Assam,2019,2,Xiaomi,397560,0.265017
Assam,2019,2,Vivo,260776,0.173836
Assam,2019,2,Samsung,242964,0.161962
Assam,2019,2,Oppo,188693,0.125785
Assam,2019,2,Realme,100087,0.066719
Assam,2019,2,Motorola,28185,0.0187884
Assam,2019,2,Gionee,27145,0.0180951
Assam,2019,2,Huawei,26683,0.0177871
Assam,2019,2,Asus,26345,0.0175618
Assam,2019,2,Lenovo,26095,0.0173952
Assam,2019,2,Others,175595,0.117053
Assam,2019,3,Xiaomi,463729,0.267816
Assam,2019,3,Vivo,309395,0.178684
Assam,2019,3,Samsung,272124,0.157159
Assam,2019,3,Oppo,222464,0.128479
Assam,2019,3,Realme,119091,0.0687782
Assam,2019,3,Huawei,31407,0.0181384
Assam,2019,3,Gionee,30833,0.0178069
Assam,2019,3,Motorola,30628,0.0176885
Assam,2019,3,Asus,30395,0.0175539
Assam,2019,3,Lenovo,25713,0.0148499
Assam,2019,3,Others,195744,0.113047
Assam,2019,4,Xiaomi,517791,0.266735
Assam,2019,4,Vivo,355815,0.183295
Assam,2019,4,Samsung,302655,0.15591
Assam,2019,4,Oppo,254644,0.131177
Assam,2019,4,Realme,140535,0.0723952
Assam,2019,4,Huawei,35293,0.0181808
Assam,2019,4,Gionee,33438,0.0172253
Assam,2019,4,Motorola,32828,0.016911
Assam,2019,4,Asus,28977,0.0149272
Assam,2019,4,Lenovo,26680,0.0137439
Assam,2019,4,Others,212564,0.1095
Assam,2020,1,Xiaomi,576697,0.263821
Assam,2020,1,Vivo,410865,0.187958
Assam,2020,1,Samsung,337886,0.154573
Assam,2020,1,Oppo,292242,0.133692
Assam,2020,1,Realme,167659,0.0766989
Assam,2020,1,Huawei,39212,0.0179383
Assam,2020,1,Motorola,34939,0.0159835
Assam,2020,1,Gionee,33136,0.0151587
Assam,2020,1,Asus,32099,0.0146843
Assam,2020,1,Lenovo,28782,0.0131669
Assam,2020,1,Others,232421,0.106326
Assam,2020,2,Xiaomi,663323,0.260037
Assam,2020,2,Vivo,494955,0.194033
Assam,2020,2,Samsung,388754,0.1524
Assam,2020,2,Oppo,346884,0.135986
Assam,2020,2,Realme,204222,0.0800593
Assam,2020,2,Huawei,44120,0.017296
Assam,2020,2,Motorola,38074,0.0149258
Assam,2020,2,Gionee,37873,0.014847
Assam,2020,2,Asus,36040,0.0141284
Assam,2020,2,Lenovo,31346,0.0122883
Assam,2020,2,Others,265292,0.104
Assam,2020,3,Xiaomi,729048,0.257613
Assam,2020,3,Vivo,564343,0.199414
Assam,2020,3,Samsung,427293,0.150986
Assam,2020,3,Oppo,388827,0.137394
Assam,2020,3,Realme,236986,0.0837403
Assam,2020,3,Huawei,47619,0.0168264
Assam,2020,3,Motorola,40261,0.0142264
Assam,2020,3,Gionee,39463,0.0139445
Assam,2020,3,Asus,38775,0.0137014
Assam,2020,3,Lenovo,33169,0.0117204
Assam,2020,3,Others,284227,0.100433
Assam,2020,4,Xiaomi,792324,0.255082
Assam,2020,4,Vivo,627536,0.20203
Assam,2020,4,Samsung,465965,0.150014
Assam,2020,4,Oppo,431650,0.138966
Assam,2020,4,Realme,271012,0.08725
Assam,2020,4,Huawei,50719,0.0163286
Assam,2020,4,Motorola,42173,0.0135772
Assam,2020,4,Gionee,41431,0.0133384
Assam,2020,4,Asus,40998,0.013199
Assam,2020,4,Lenovo,34802,0.0112042
Assam,2020,4,Others,307543,0.0990109
Assam,2021,1,Xiaomi,852998,0.253986
Assam,2021,1,Vivo,692740,0.206268
Assam,2021,1,Samsung,495482,0.147533
Assam,2021,1,Oppo,467440,0.139183
Assam,2021,1,Realme,303919,0.0904939
Assam,2021,1,Huawei,53218,0.015846
Assam,2021,1,Asus,46880,0.0139588
Assam,2021,1,Motorola,43119,0.012839
Assam,2021,1,Gionee,41879,0.0124697
Assam,2021,1,Apple,37442,0.0111486
Assam,2021,1,Others,323331,0.0962739
Assam,2021,2,Xiaomi,909274,0.251385
Assam,2021,2,Vivo,753920,0.208435
Assam,2021,2,Samsung,522765,0.144528
Assam,2021,2,Oppo,503448,0.139187
Assam,2021,2,Realme,358841,0.099208
Assam,2021,2,Huawei,51958,0.0143647
Assam,2021,2,Asus,45364,0.0125417
Assam,2021,2,Motorola,42821,0.0118386
Assam,2021,2,Apple,41622,0.0115071
Assam,2021,2,Gionee,41574,0.0114939
Assam,2021,2,Others,345469,0.0955111
Assam,2021,3,Xiaomi,977013,0.249335
Assam,2021,3,Vivo,827232,0.21111
Assam,2021,3,Oppo,549403,0.140208
Assam,2021,3,Samsung,540646,0.137973
Assam,2021,3,Realme,422801,0.107899
Assam,2021,3,Huawei,56098,0.0143163
Assam,2021,3,Apple,45531,0.0116196
Assam,2021,3,Gionee,44481,0.0113516
Assam,2021,3,Asus,43763,0.0111684
Assam,2021,3,Motorola,42384,0.0108164
Assam,2021,3,Others,369128,0.0942018
Assam,2021,4,Xiaomi,1040847,0.247256
Assam,2021,4,Vivo,889004,0.211185
Assam,2021,4,Oppo,590804,0.140347
Assam,2021,4,Samsung,559238,0.132849
Assam,2021,4,Realme,501363,0.1191
Assam,2021,4,Huawei,54361,0.0129136
Assam,2021,4,Apple,53459,0.0126993
Assam,2021,4,Tecno,46362,0.0110134
Assam,2021,4,OnePlus,45171,0.0107305
Assam,2021,4,Motorola,43263,0.0102772
Assam,2021,4,Others,385719,0.0916286
Assam,2022,1,Xiaomi,1094829,0.243697
Assam,2022,1,Vivo,949299,0.211303
Assam,2022,1,Oppo,636621,0.141705
Assam,2022,1,Samsung,577746,0.1286
Assam,2022,1,Realme,573316,0.127614
Assam,2022,1,Apple,59621,0.013271
Assam,2022,1,Tecno,55957,0.0124554
Assam,2022,1,Huawei,54586,0.0121502
Assam,2022,1,OnePlus,52178,0.0116142
Assam,2022,1,Infinix,47589,0.0105928
Assam,2022,1,Others,390847,0.0869982
Bihar,2018,1,Xiaomi,596264,0.279437
Bihar,2018,1,Samsung,450851,0.21129
Bihar,2018,1,Vivo,233197,0.109287
Bihar,2018,1,Oppo,220040,0.103121
Bihar,2018,1,Realme,155139,0.0727054
Bihar,2018,1,Motorola,57712,0.0270465
Bihar,2018,1,Lenovo,51012,0.0239066
Bihar,2018,1,Micromax,37949,0.0177847
Bihar,2018,1,Apple,31149,0.0145979
Bihar,2018,1,Huawei,30652,0.014365
Bihar,2018,1,Others,269839,0.126459
Bihar,2018,2,Xiaomi,856356,0.284894
Bihar,2018,2,Samsung,632694,0.210486
Bihar,2018,2,Vivo,340287,0.113207
Bihar,2018,2,Oppo,315880,0.105088
Bihar,2018,2,Realme,215953,0.0718437
Bihar,2018,2,Motorola,77813,0.025887
Bihar,2018,2,Lenovo,68280,0.0227155
Bihar,2018,2,Micromax,51961,0.0172865
Bihar,2018,2,Huawei,43343,0.0144194
Bihar,2018,2,Apple,39300,0.0130744
Bihar,2018,2,Others,364005,0.121098
Bihar,2018,3,Xiaomi,1098938,0.290376
Bihar,2018,3,Samsung,799534,0.211263
Bihar,2018,3,Vivo,448602,0.118536
Bihar,2018,3,Oppo,407853,0.107768
Bihar,2018,3,Realme,274517,0.0725365
Bihar,2018,3,Motorola,93118,0.0246049
Bihar,2018,3,Lenovo,75263,0.019887
Bihar,2018,3,Huawei,57713,0.0152497
Bihar,2018,3,Micromax,54364,0.0143648
Bihar,2018,3,Apple,45016,0.0118947
Bihar,2018,3,Others,429617,0.113519
Bihar,2018,4,Xiaomi,1399341,0.292954
Bihar,2018,4,Samsung,1008369,0.211103
Bihar,2018,4,Vivo,590399,0.123601
Bihar,2018,4,Oppo,528034,0.110544
Bihar,2018,4,Realme,346806,0.0726042
Bihar,2018,4,Motorola,111948,0.0234364
Bihar,2018,4,Lenovo,92104,0.0192821
Bihar,2018,4,Huawei,75369,0.0157786
Bihar,2018,4,Micromax,61472,0.0128692
Bihar,2018,4,Apple,52872,0.0110688
Bihar,2018,4,Others,509951,0.106759
Bihar,2019,1,Xiaomi,1691958,0.294504
Bihar,2019,1,Samsung,1207394,0.21016
Bihar,2019,1,Vivo,731163,0.127267
Bihar,2019,1,Oppo,649669,0.113082
Bihar,2019,1,Realme,416110,0.0724285
Bihar,2019,1,Motorola,126430,0.0220065
Bihar,2019,1,Lenovo,103683,0.0180472
Bihar,2019,1,Huawei,95145,0.016561
Bihar,2019,1,Micromax,69377,0.0120758
Bihar,2019,1,Apple,59723,0.0103954
Bihar,2019,1,Others,594465,0.103473
Bihar,2019,2,Xiaomi,1953040,0.296375
Bihar,2019,2,Samsung,1380854,0.209545
Bihar,2019,2,Vivo,852634,0.129388
Bihar,2019,2,Oppo,757333,0.114926
Bihar,2019,2,Realme,480989,0.0729904
Bihar,2019,2,Motorola,140153,0.0212683
Bihar,2019,2,Lenovo,115382,0.0175093
Bihar,2019,2,Huawei,110837,0.0168196
Bihar,2019,2,Micromax,72239,0.0109623
Bihar,2019,2,Apple,65593,0.00995378
Bihar,2019,2,Others,660705,0.100262
Bihar,2019,3,Xiaomi,2197280,0.297724
Bihar,2019,3,Samsung,1536292,0.208162
Bihar,2019,3,Vivo,975292,0.132149
Bihar,2019,3,Oppo,853708,0.115674
Bihar,2019,3,Realme,557826,0.0755835
Bihar,2019,3,Motorola,148040,0.0200589
Bihar,2019,3,Huawei,127268,0.0172444
Bihar,2019,3,Lenovo,114334,0.0154919
Bihar,2019,3,Micromax,76866,0.0104151
Bihar,2019,3,Apple,70777,0.00959004
Bihar,2019,3,Others,722582,0.0979073
Bihar,2019,4,Xiaomi,2484241,0.297789
Bihar,2019,4,Samsung,1714305,0.205496
Bihar,2019,4,Vivo,1129443,0.135388
Bihar,2019,4,Oppo,977488,0.117173
Bihar,2019,4,Realme,664779,0.079688
Bihar,2019,4,Motorola,159553,0.0191258
Bihar,2019,4,Huawei,144428,0.0173128
Bihar,2019,4,Lenovo,121418,0.0145545
Bihar,2019,4,Micromax,81810,0.00980668
Bihar,2019,4,Infinix,79605,0.00954236
Bihar,2019,4,Others,785204,0.0941235
Bihar,2020,1,Xiaomi,2779954,0.297282
Bihar,2020,1,Samsung,1896957,0.202856
Bihar,2020,1,Vivo,1297671,0.13877
Bihar,2020,1,Oppo,1103628,0.11802
Bihar,2020,1,Realme,782681,0.0836982
Bihar,2020,1,Motorola,169958,0.0181749
Bihar,2020,1,Huawei,161040,0.0172213
Bihar,2020,1,Lenovo,132051,0.0141212
Bihar,2020,1,Infinix,94820,0.0101398
Bihar,2020,1,Micromax,81035,0.0086657
Bihar,2020,1,Others,851439,0.091051
Bihar,2020,2,Xiaomi,3138353,0.295966
Bihar,2020,2,Samsung,2126374,0.20053
Bihar,2020,2,Vivo,1506720,0.142093
Bihar,2020,2,Oppo,1266996,0.119485
Bihar,2020,2,Realme,914785,0.0862698
Bihar,2020,2,Motorola,183599,0.0173145
Bihar,2020,2,Huawei,179273,0.0169065
Bihar,2020,2,Lenovo,141217,0.0133176
Bihar,2020,2,Infinix,115210,0.010865
Bihar,2020,2,Micromax,89409,0.00843181
Bihar,2020,2,Others,941831,0.0888204
Bihar,2020,3,Xiaomi,3459128,0.294063
Bihar,2020,3,Samsung,2346143,0.199447
Bihar,2020,3,Vivo,1712480,0.145579
Bihar,2020,3,Oppo,1419010,0.120631
Bihar,2020,3,Realme,1055287,0.0897108
Bihar,2020,3,Motorola,196074,0.0166684
Bihar,2020,3,Huawei,194850,0.0165644
Bihar,2020,3,Lenovo,150687,0.01281
Bihar,2020,3,Infinix,132702,0.0112811
Bihar,2020,3,HMD Global,97683,0.00830411
Bihar,2020,3,Others,999169,0.0849401
Bihar,2020,4,Xiaomi,3761975,0.291856
Bihar,2020,4,Samsung,2566835,0.199136
Bihar,2020,4,Vivo,1900128,0.147413
Bihar,2020,4,Oppo,1561641,0.121153
Bihar,2020,4,Realme,1195635,0.092758
Bihar,2020,4,Huawei,209280,0.0162361
Bihar,2020,4,Motorola,206587,0.0160271
Bihar,2020,4,Lenovo,158922,0.0123293
Bihar,2020,4,Infinix,151393,0.0117451
Bihar,2020,4,HMD Global,105494,0.00818428
Bihar,2020,4,Others,1071943,0.0831619
Bihar,2021,1,Xiaomi,4036125,0.289405
Bihar,2021,1,Samsung,2749873,0.197176
Bihar,2021,1,Vivo,2104591,0.150907
Bihar,2021,1,Oppo,1694257,0.121484
Bihar,2021,1,Realme,1349413,0.0967579
Bihar,2021,1,Huawei,220336,0.0157989
Bihar,2021,1,Motorola,212374,0.015228
Bihar,2021,1,Infinix,177252,0.0127096
Bihar,2021,1,Lenovo,159501,0.0114368
Bihar,2021,1,Tecno,123065,0.00882421
Bihar,2021,1,Others,1119501,0.0802723
Bihar,2021,2,Xiaomi,4268361,0.285087
Bihar,2021,2,Samsung,2889063,0.192963
Bihar,2021,2,Vivo,2311477,0.154385
Bihar,2021,2,Oppo,1826833,0.122016
Bihar,2021,2,Realme,1575376,0.105221
Bihar,2021,2,Huawei,215607,0.0144006
Bihar,2021,2,Motorola,214140,0.0143026
Bihar,2021,2,Infinix,212701,0.0142065
Bihar,2021,2,Tecno,157952,0.0105497
Bihar,2021,2,Lenovo,154152,0.0102959
Bihar,2021,2,Others,1146472,0.0765737
Bihar,2021,3,Xiaomi,4521874,0.279806
Bihar,2021,3,Samsung,3009544,0.186225
Bihar,2021,3,Vivo,2576928,0.159456
Bihar,2021,3,Oppo,1994060,0.123389
Bihar,2021,3,Realme,1835886,0.113601
Bihar,2021,3,Infinix,278142,0.0172109
Bihar,2021,3,Huawei,222180,0.0137481
Bihar,2021,3,Motorola,213677,0.013222
Bihar,2021,3,Tecno,198088,0.0122573
Bihar,2021,3,Lenovo,147198,0.00910835
Bihar,2021,3,Others,1163194,0.0719764
Bihar,2021,4,Xiaomi,4718889,0.272202
Bihar,2021,4,Samsung,3142992,0.181299
Bihar,2021,4,Vivo,2818559,0.162584
Bihar,2021,4,Oppo,2164915,0.12488
Bihar,2021,4,Realme,2149920,0.124015
Bihar,2021,4,Infinix,342716,0.0197691
Bihar,2021,4,Tecno,233246,0.0134544
Bihar,2021,4,Motorola,220257,0.0127052
Bihar,2021,4,Huawei,214582,0.0123778
Bihar,2021,4,Apple,144021,0.00830763
Bihar,2021,4,Others,1185884,0.0684059
Bihar,2022,1,Xiaomi,4888198,0.264446
Bihar,2022,1,Samsung,3283813,0.177651
Bihar,2022,1,Vivo,3062549,0.165681
Bihar,2022,1,Realme,2443092,0.132169
Bihar,2022,1,Oppo,2339620,0.126571
Bihar,2022,1,Infinix,387204,0.0209473
Bihar,2022,1,Tecno,280644,0.0151825
Bihar,2022,1,Motorola,220543,0.0119311
Bihar,2022,1,Huawei,215004,0.0116315
Bihar,2022,1,Apple,158500,0.00857468
Bihar,2022,1,Others,1205491,0.0652158
Chandigarh,2018,1,Xiaomi,20555,0.238269
Chandigarh,2018,1,Samsung,17266,0.200144
Chandigarh,2018,1,Vivo,9360,0.108499
Chandigarh,2018,1,Oppo,7948,0.0921315
Chandigarh,2018,1,Apple,7552,0.0875411
Chandigarh,2018,1,OnePlus,3638,0.0421709
Chandigarh,2018,1,Motorola,3105,0.0359925
Chandigarh,2018,1,Realme,2995,0.0347174
Chandigarh,2018,1,Lenovo,1965,0.0227779
Chandigarh,2018,1,Micromax,1558,0.01806
Chandigarh,2018,1,Others,10326,0.119697
Chandigarh,2018,2,Xiaomi,27862,0.241818
Chandigarh,2018,2,Samsung,23093,0.200427
Chandigarh,2018,2,Vivo,13375,0.116083
Chandigarh,2018,2,Oppo,11129,0.09659
Chandigarh,2018,2,Apple,9962,0.0864614
Chandigarh,2018,2,OnePlus,4466,0.038761
Chandigarh,2018,2,Motorola,3914,0.0339701
Chandigarh,2018,2,Realme,3861,0.0335101
Chandigarh,2018,2,Lenovo,2511,0.0217933
Chandigarh,2018,2,Micromax,2049,0.0177835
Chandigarh,2018,2,Others,12997,0.112803
Chandigarh,2018,3,Xiaomi,34852,0.242208
Chandigarh,2018,3,Samsung,28614,0.198856
Chandigarh,2018,3,Vivo,17910,0.124467
Chandigarh,2018,3,Oppo,14437,0.100331
Chandigarh,2018,3,Apple,12403,0.086196
Chandigarh,2018,3,OnePlus,5178,0.0359851
Chandigarh,2018,3,Realme,4664,0.032413
Chandigarh,2018,3,Motorola,4590,0.0318987
Chandigarh,2018,3,Lenovo,2926,0.0203346
Chandigarh,2018,3,Micromax,2395,0.0166443
Chandigarh,2018,3,Others,15924,0.110666
Chandigarh,2018,4,Xiaomi,43505,0.244758
Chandigarh,2018,4,Samsung,35417,0.199255
Chandigarh,2018,4,Vivo,23567,0.132587
Chandigarh,2018,4,Oppo,18698,0.105194
Chandigarh,2018,4,Apple,15191,0.0854642
Chandigarh,2018,4,OnePlus,6197,0.0348642
Chandigarh,2018,4,Realme,5731,0.0322425
Chandigarh,2018,4,Motorola,5354,0.0301215
Chandigarh,2018,4,Lenovo,3148,0.0177106
Chandigarh,2018,4,Huawei,2838,0.0159665
Chandigarh,2018,4,Others,18101,0.101836
Chandigarh,2019,1,Xiaomi,51075,0.244174
Chandigarh,2019,1,Samsung,41609,0.19892
Chandigarh,2019,1,Vivo,29056,0.138908
Chandigarh,2019,1,Oppo,23095,0.11041
Chandigarh,2019,1,Apple,17580,0.0840445
Chandigarh,2019,1,OnePlus,6880,0.0328911
Chandigarh,2019,1,Realme,6690,0.0319828
Chandigarh,2019,1,Motorola,6007,0.0287176
Chandigarh,2019,1,Lenovo,3406,0.016283
Chandigarh,2019,1,Huawei,3364,0.0160822
Chandigarh,2019,1,Others,20413,0.0975881
Chandigarh,2019,2,Xiaomi,58356,0.242706
Chandigarh,2019,2,Samsung,48067,0.199913
Chandigarh,2019,2,Vivo,34791,0.144698
Chandigarh,2019,2,Oppo,27444,0.114141
Chandigarh,2019,2,Apple,20041,0.0833517
Chandigarh,2019,2,OnePlus,7595,0.0315881
Chandigarh,2019,2,Realme,7590,0.0315673
Chandigarh,2019,2,Motorola,6475,0.0269299
Chandigarh,2019,2,Huawei,3816,0.015871
Chandigarh,2019,2,Lenovo,3595,0.0149518
Chandigarh,2019,2,Others,22669,0.0942817
Chandigarh,2019,3,Xiaomi,64422,0.240977
Chandigarh,2019,3,Samsung,53606,0.200518
Chandigarh,2019,3,Vivo,39957,0.149463
Chandigarh,2019,3,Oppo,31459,0.117675
Chandigarh,2019,3,Apple,22081,0.0825961
Chandigarh,2019,3,Realme,8500,0.0317951
Chandigarh,2019,3,OnePlus,8271,0.0309385
Chandigarh,2019,3,Motorola,6770,0.0253238
Chandigarh,2019,3,Huawei,4256,0.01592
Chandigarh,2019,3,Lenovo,3716,0.0139001
Chandigarh,2019,3,Others,24299,0.0908928
Chandigarh,2019,4,Xiaomi,69435,0.23977
Chandigarh,2019,4,Samsung,57981,0.200218
Chandigarh,2019,4,Vivo,44605,0.154028
Chandigarh,2019,4,Oppo,34871,0.120415
Chandigarh,2019,4,Apple,23651,0.0816706
Chandigarh,2019,4,Realme,9610,0.0331848
Chandigarh,2019,4,OnePlus,8750,0.0302151
Chandigarh,2019,4,Motorola,6953,0.0240098
Chandigarh,2019,4,Huawei,4559,0.0157429
Chandigarh,2019,4,Lenovo,3777,0.0130426
Chandigarh,2019,4,Others,25398,0.0877033
Chandigarh,2020,1,Xiaomi,74599,0.238422
Chandigarh,2020,1,Samsung,62236,0.198909
Chandigarh,2020,1,Vivo,49864,0.159367
Chandigarh,2020,1,Oppo,38691,0.123658
Chandigarh,2020,1,Apple,25309,0.0808886
Chandigarh,2020,1,Realme,10759,0.0343862
Chandigarh,2020,1,OnePlus,9221,0.0294707
Chandigarh,2020,1,Motorola,7160,0.0228837
Chandigarh,2020,1,Huawei,4807,0.0153634
Chandigarh,2020,1,Lenovo,3862,0.0123431
Chandigarh,2020,1,Others,26379,0.0843084
Chandigarh,2020,2,Xiaomi,79401,0.236066
Chandigarh,2020,2,Samsung,66732,0.1984
Chandigarh,2020,2,Vivo,55338,0.164525
Chandigarh,2020,2,Oppo,42912,0.127581
Chandigarh,2020,2,Apple,26562,0.0789711
Chandigarh,2020,2,Realme,11849,0.0352281
Chandigarh,2020,2,OnePlus,9516,0.0282919
Chandigarh,2020,2,Motorola,7308,0.0217273
Chandigarh,2020,2,Huawei,5057,0.0150349
